fname,mname,lname,gender,ssn,dob,salary
Gloria,Linda,Homrighaus,F,000-90-0585,10/25/1984,76100
Robert,Stephen,Radcliff,M,000-97-5723,01/13/1971,69300
Sandra,Tina,Collins,F,900-12-8484,01/08/1930,79000
Roxanne,Claudia,Palmateer,F,800-96-9805,09/09/1960,131800
Jade,Megan,Schrader,F,900-72-5378,03/04/1944,49900
Alvin,Eric,Olson,M,900-07-1226,05/12/1948,61300
Addison,Alisa,Sullivan,F,000-65-4307,07/20/1939,77400
Cameron,Ida,Debose,F,900-05-2951,04/09/1933,48500
Micheal,Jason,Phillips,M,900-08-6832,10/15/1969,108300
Denny,David,Mosena,M,800-26-3121,11/04/1979,106500
Henry,Javier,Morgan,M,900-74-9862,03/27/1985,91000
Elizabeth,Carrie,Sans,F,000-27-0357,09/22/1984,84700
Eboni,Summer,Gray,F,900-02-8730,01/13/1967,103500
Leta,Patricia,Egolf,F,800-13-7934,07/24/1978,87200
Daniel,Corey,Szalankiewicz,M,800-40-2327,09/19/1977,45400
Tina,Rachel,Malinchalk,F,800-96-8814,10/23/1949,147200
Miranda,Claudia,Mendoza,F,900-86-8535,06/15/1954,79400
Daniel,Ricky,Milera,M,800-57-6071,12/30/1983,51100
Christopher,William,Vance,M,000-30-0801,07/09/1952,143700
Donovan,Evan,Oldfield,M,000-01-5762,09/28/1937,81600
Kanye,Walter,Perry,M,000-61-9045,09/18/1958,51500
Joseph,Dudley,Casper,M,800-45-1754,06/22/1932,65900
Bruce,Emiliano,Reed,M,000-63-0790,09/13/1960,93800
David,Benjamin,Alexander,M,000-04-4537,08/29/1973,125700
Marian,Geneva,Ashe,F,800-66-0684,05/21/1972,119400
Morris,George,Turner,M,800-95-8586,11/07/1988,45300
Ronald,Craig,Dhillon,M,900-29-9297,11/09/1935,116200
Lexi,Amanda,Martinez,F,000-57-5252,05/23/1963,46000
Gilbert,Steven,Taylor,M,900-95-4403,09/04/1954,51700
Taylor,Pranav,Phillip,M,900-88-0757,02/09/1988,66800
Rebecca,Debra,Sheehan,F,000-33-0553,07/01/1978,113300
Heather,Jaiden,Micciche,F,000-88-1305,12/03/1975,138400
Dudley,Samuel,McCardle,M,800-36-5228,01/29/1944,134900
Ryan,David,Lammon,M,000-61-9840,11/18/1989,74600
Andy,Jacob,Ramirez,M,000-78-2350,12/28/1939,148800
Sandra,Nya,Jackson,F,000-83-8799,06/01/1988,65500
Anne,Karen,Barrows,F,900-39-5443,12/08/1958,51800
Jeanne,Susan,Manrique,F,000-29-9204,06/14/1984,88800
Kenneth,David,Harrison,M,000-33-1785,07/04/1961,132900
Brian,Kenneth,Lasseter,M,900-46-7094,10/10/1966,98800
Marjorie,Debra,Abbott,F,900-85-8893,08/15/1958,93000
William,Kenneth,Hoffman,M,000-93-0812,09/14/1988,98600
Lori,Amanda,Krahe,F,000-62-4771,08/25/1941,147000
Patricia,Shyann,Stien,F,000-98-7344,02/20/1947,124300
Erick,Brian,Welch,M,800-67-7402,04/12/1951,77300
Michele,Kari,Wenzel,F,000-62-5846,04/08/1970,62400
Geary,Tommy,Simmons,M,800-09-7233,11/28/1983,114300
Mark,Clarence,Copening,M,900-94-6905,10/08/1981,121800
Barbara,Katelyn,Bennett,F,000-59-3910,09/16/1943,103600
Cesar,Wayne,Colapietro,M,000-31-2734,07/25/1972,93500
Rebecca,Virginia,Guerra,F,800-29-3686,12/23/1956,102800
Nichole,Emily,Peterson,F,800-89-5901,04/07/1952,96100
Maranda,Amy,Duncan,F,900-01-6417,03/07/1939,122600
Barbara,Katelyn,Kim,F,900-18-6813,06/30/1964,118900
Wade,Errol,Larson,M,000-90-3547,05/22/1965,69200
Cathleen,Gianna,Walker,F,800-23-2551,04/20/1943,87700
Douglas,Brandon,Vasquez,M,000-49-0970,01/03/1952,72800
Caitlyn,Arianna,Dowdy,F,000-67-2241,05/22/1939,64400
Colleen,Amanda,Newnam,F,900-85-3203,09/19/1984,92600
William,Brandon,Espinol,M,800-06-6631,05/29/1987,129200
Caleb,John,Boaz,M,000-08-7767,10/24/1953,135300
Riley,William,Troike,M,800-64-1999,11/02/1933,67400
Henry,Abraham,Hanson,M,900-03-1172,11/17/1976,108500
Gwendolyn,Jennifer,Strong,F,000-11-1059,02/04/1962,107900
James,Stanley,Cartwright,M,800-91-0414,05/08/1950,99300
Karen,Deborah,Rogers,F,900-54-6045,09/08/1955,94200
Jennifer,Elizabeth,Bergfeld,F,800-53-6411,07/09/1958,50700
Peggy,Kathy,Arnold,F,900-72-1591,02/09/1944,82000
Monica,Nicole,Cox,F,900-66-8264,01/28/1943,120400
James,Maxwell,Pohl,M,800-68-7586,06/27/1950,60800
Luis,Justice,Fowler,M,000-58-9742,11/09/1942,103600
Larissa,Maria,Warren,F,900-86-4665,04/26/1933,72200
Renee,Kylee,Booth,F,800-27-1930,11/06/1937,72100
Victoria,Dawn,Pantoja,F,900-02-0194,04/24/1989,110300
Jamir,Jorge,Douga,M,000-10-2646,05/20/1945,121600
Edward,Jerry,Hampton,M,900-44-2883,02/28/1937,51800
Nicholas,Luis,Patterson,M,900-52-8403,05/30/1952,48200
Violet,Elizabeth,Heflin,F,000-08-7176,12/12/1980,100700
Hal,Eddy,Conway,M,800-43-3432,09/19/1950,61500
Anthony,Steven,Rivera,M,000-55-6125,07/16/1980,92700
Dustin,Jason,Walker,M,800-51-3547,02/22/1988,143300
Jamie,Kiara,Whitehurst,F,900-21-1845,01/18/1939,110500
Jodi,Gianna,Kim,F,000-34-6502,01/13/1981,76500
Andrew,John,Dickey,M,000-68-9640,04/09/1931,146800
Ross,Erik,Batchelor,M,000-72-3057,12/07/1968,129200
Mackenzie,Tiffany,Murel,F,000-65-2780,02/01/1972,90600
Emily,Cassandra,Simmonds,F,800-26-6256,07/02/1930,89900
Andrew,Frederick,Madison,M,800-05-3662,05/07/1984,106300
Jessica,Cierra,Cox,F,000-92-0956,06/09/1943,136600
Micaela,Olivia,Crawford,F,000-39-9702,04/28/1944,48100
Vonda,Deborah,Gutierrez,F,000-33-8119,08/06/1984,141400
Jeffrey,Clifton,Patrick,M,900-39-4688,04/09/1932,149500
Lashonda,Natalie,Hubbard,F,800-69-0933,10/30/1950,60000
Katelyn,Rita,Bagwell,F,800-40-8885,01/10/1975,129700
Cinda,Jennifer,Malone,F,800-80-2238,08/24/1967,120800
Craig,London,Reddekopp,M,000-79-3706,02/11/1940,71300
Alex,Francisco,Kirby,M,900-53-5353,03/14/1948,137100
David,Max,Reid,M,800-33-9178,09/30/1969,140800
Buford,Derek,Silver,M,900-42-2788,01/16/1961,60000
Anthony,Jeremy,Applegate,M,900-73-5038,12/02/1930,137500
Mateo,Michael,Abrams,M,900-83-9880,12/22/1957,65700
Margaret,Carol,Vargas,F,000-47-8681,05/01/1965,49800
Derek,Beau,Ramos,M,800-37-2922,04/18/1988,127800
Caitlin,Kim,Perkins,F,800-34-5815,04/19/1979,59100
Zachery,Misael,Salazar,M,800-59-3738,10/05/1969,80800
Steven,Tristan,Hunt,M,800-02-2021,12/22/1943,131100
Lucas,John,Campbell,M,800-32-5334,11/13/1949,45900
Cathy,Tyler,Fisher,F,800-18-6073,01/29/1975,128800
John,Joshua,Reid,M,000-03-5575,12/27/1945,133400
Ariana,Rachel,Aranda,F,000-58-8258,11/16/1974,59600
Judy,Adrienne,Foy,F,900-08-8453,07/30/1942,69700
Daniel,Ned,Phillips,M,800-18-9478,07/05/1934,99000
Jaclyn,Kathy,Austin,F,800-86-4987,05/26/1945,146800
Bruce,Derrick,Gilliam,M,900-22-9436,03/16/1941,117600
William,Corbin,Carstens,M,800-12-8256,05/15/1935,118500
Melissa,Ebony,Holy,F,900-96-4672,08/22/1938,98900
Santos,Terrence,Pagan,M,900-67-9632,02/26/1981,69800
Gregory,Stephen,Maker,M,000-49-9727,07/09/1970,123400
Kathleen,Shawna,Kimball,F,800-96-5711,12/17/1944,74500
Thomas,David,Vinyard,M,000-40-0378,04/15/1946,63900
Corrie,Megan,Sons,F,000-87-3659,08/29/1942,63600
Willie,Robert,Sewell,M,000-33-6592,02/13/1969,90400
Lisa,Ryleigh,Drish,F,000-93-9794,01/18/1971,63900
Nancy,Shannon,Ray,F,000-92-4644,07/04/1936,139700
Valencia,Mickey,Laforge,F,000-94-8318,01/25/1952,89900
Isabelle,Debra,Perez,F,800-09-8117,02/10/1938,74700
Donald,Marques,Mercer,M,800-37-6611,07/04/1930,91400
Thomas,Michael,Smith,M,900-79-7620,12/01/1955,102900
Kathryn,Bonnie,Mayton,F,000-87-4574,07/07/1981,121600
Gregory,Zachary,Castillo,M,900-32-9339,07/26/1974,100400
Kelly,Emily,Navarro,F,900-53-1142,07/14/1981,56100
Stephanie,Brooke,Walmsley,F,000-14-7022,01/31/1964,80000
Lester,Dwight,Gillespie,M,000-10-5201,03/10/1984,74400
Carol,Judith,Wright,F,900-01-3450,08/22/1980,76500
Sarah,Carrie,Ellison,F,900-85-4607,07/27/1958,83400
Meghan,Clarissa,Cain,F,900-02-3596,02/08/1948,115200
Johnny,Henry,Cottrell,M,900-08-2900,12/21/1973,128000
Ashley,Ruthie,Chandler,F,000-07-9635,03/24/1935,84900
Matthew,Bobby,Chapman,M,000-76-5134,03/14/1942,148600
Giselle,Kaci,English,F,900-72-0449,06/29/1974,78900
Jeffrey,Abel,Gray,M,900-92-6731,08/18/1989,72900
Rebecca,Aspen,Strong,F,800-38-0785,11/05/1950,57200
Joseph,Christopher,Walton,M,800-14-1752,09/26/1978,53700
Mary,Taylor,Lynch,F,800-27-7747,05/03/1980,100100
Gabriel,James,Green,M,900-24-9489,10/10/1964,137800
Richard,Charles,Shaffer,M,000-56-4743,12/28/1970,51300
Elyse,Isabella,Anderson,F,800-64-0823,05/28/1939,118200
Sarah,Debra,Kelly,F,900-89-5557,08/19/1945,82900
Emily,Catherine,Holmgren,F,000-36-8182,07/12/1964,138100
John,Gerald,Lheureux,M,000-75-3718,11/24/1978,53700
Osvaldo,Warren,Bass,M,800-70-5593,04/23/1980,123900
Stefani,Aubrie,Sierra,F,000-71-4795,12/04/1980,85800
Shelton,Anthony,Cox,M,800-44-7650,03/31/1936,127200
Anna,Barbara,Sander,F,000-52-1795,04/28/1930,48700
Alberto,Eddie,Zener,M,900-14-2703,07/15/1938,113400
Karen,Adriana,Apodaca,F,900-16-2683,01/19/1972,73100
Laron,Dustin,Haile,M,800-39-2324,12/06/1940,72900
Christina,Haley,Murphy,F,000-05-0869,06/15/1967,131300
Albert,Brandon,Luce,M,900-05-7481,11/08/1985,119800
Mary,Freda,Thibodeaux,F,800-13-8383,07/30/1971,101600
Michael,Christopher,Hedges,M,800-29-8075,07/10/1977,96200
Napoleon,Thomas,Bergey,M,000-97-6164,01/02/1981,145100
Elizabeth,Reagan,Johnston,M,900-25-7741,09/14/1952,55000
Jeffrey,Robert,Birkenholz,M,900-40-7000,09/27/1965,45800
William,Leo,Morgan,M,800-62-6919,05/17/1987,63900
Garrett,James,Shepherd,M,800-13-7437,09/12/1954,70800
Lee,Diana,Kim,F,900-81-4103,10/28/1981,126400
Jenna,Vickie,Clover,F,000-58-7902,08/05/1944,102800
Francisco,John,Reich,M,800-09-7978,10/21/1966,117800
Elisha,Isabelle,Whitesinger,F,900-31-0287,08/05/1968,47100
Andrea,Tara,Waters,F,000-30-0175,06/19/1962,114900
Raul,Taylor,Osnoe,M,800-98-3382,10/15/1988,122400
Ethan,Landon,Tyler,M,800-59-1242,05/08/1941,55500
Alexandra,Audrey,Howard,F,000-37-0091,12/21/1959,127500
Eddie,Ralph,Sasseville,M,900-61-5060,04/18/1945,120800
Donald,Jon,Rowling,M,800-94-2807,06/03/1967,64000
Dominic,Jaden,Robleto,M,800-04-9303,06/10/1938,79900
Peggy,Melissa,Miller,F,000-05-5878,12/09/1936,118300
Jacob,Richard,Reyes,M,800-53-2124,12/11/1935,80000
Kristi,Mary,Daigle,F,800-94-6552,04/05/1980,118900
Nathan,Jerrod,Brady,M,000-55-7708,02/01/1965,78200
Kelly,Claudia,Gochenour,F,000-09-8319,02/02/1952,139600
Virginia,Shyanne,Perez,F,900-29-5884,09/13/1965,97900
Jamie,Crystal,Hudson,F,800-30-3049,05/16/1963,101400
Bill,Alexander,Fleming,M,900-94-3394,12/21/1963,55900
Alexander,John,Burton,M,000-94-0836,02/02/1972,107800
Rena,Cynthia,Insana,F,900-18-7034,05/23/1964,91000
Barbara,Jamie,Han,F,900-27-8954,12/04/1955,56800
Margaret,Kelsey,Robert,F,800-06-1282,06/05/1979,78100
Arnav,Trent,Weaver,M,900-06-3836,01/11/1975,65300
Barbara,Brayden,Scott,M,900-27-5588,05/13/1956,67200
Joyce,Andrea,Rawlings,F,900-94-2461,07/26/1954,67700
Michael,Cody,Camper,M,000-21-8981,02/08/1945,111400
Gayle,Latasha,Adkins,F,000-59-2087,04/14/1945,66200
Jagger,Christopher,Trautman,M,900-17-2148,03/08/1935,105500
Kimberly,Caroline,Mandy,F,800-55-9714,06/03/1948,138400
Santino,Michael,Kuzmish,M,000-82-9624,01/06/1973,113700
Alysia,Joanne,Wilhelm,F,800-85-5194,05/08/1983,93400
Ira,Lawrence,Vargas,M,800-82-7298,06/20/1951,130800
Cynthia,Jill,Byrd,F,800-31-4374,02/27/1961,125900
Brandi,Madison,Gutierrez,F,800-97-2821,05/28/1968,137200
Alan,Douglas,Garcia,M,900-21-1220,07/25/1944,130200
Marilyn,Susan,Quintana,F,000-45-9130,03/06/1936,53200
Rebecca,Janice,Fonseca,F,800-93-0278,02/09/1972,134800
Lawrence,Jacob,Stevens,M,000-08-3735,04/02/1930,98000
Cole,Robert,Giusti,M,800-57-3419,11/06/1978,137700
Dawn,Amber,Wagner,F,900-43-8879,04/22/1973,125400
Thomas,Estevan,Senseman,M,900-65-7249,11/24/1963,68600
Rebecca,Nakia,Prater,F,900-56-0304,07/04/1931,146400
Jeri,Holly,Lloyd,F,900-48-0105,12/15/1936,117600
Michael,Barry,Miller,M,900-34-4699,05/30/1949,105100
Daniel,Joe,Steppello,M,800-78-0025,07/29/1974,55500
Logan,Jeremy,Lockett,M,800-77-8559,08/19/1945,108800
Neil,Blake,Morgan,M,000-67-7631,04/30/1975,49400
Richard,Benjamin,Stahl,M,900-04-3554,04/26/1957,72000
Jonathan,Thomas,Doetsch,M,800-92-0298,09/23/1974,66200
Candace,Sarah,Hendeson,F,000-72-6093,02/12/1953,46700
Catherine,Marilyn,Bruster,F,900-34-6518,10/27/1971,139800
Amber,Lynnette,Schweer,F,000-76-1242,02/10/1953,45400
Virginia,Mckenzie,Loyd,F,800-60-1902,12/12/1981,70500
Mark,Frankie,Wade,M,900-05-3631,12/25/1962,70200
Karen,Mariela,Kahana,F,800-78-0676,08/26/1955,146200
Briana,Nancy,Handzel,F,800-41-0534,02/16/1985,119300
Sammie,William,Sanchez,M,800-59-9107,08/25/1944,49000
Jordon,Savion,Chase,M,000-96-4744,05/12/1939,149100
Whitney,Montana,Howell,F,800-81-9773,06/28/1951,47700
Laverne,Joseph,Vargas,M,900-65-7445,06/26/1977,140400
Hailey,Rebecca,Kappeler,F,800-75-8047,11/21/1930,138400
Cassidy,Nancy,Wood,F,000-38-3683,07/30/1953,96400
Cynthia,Ashley,Jackson,F,000-53-4736,12/02/1944,93200
Jack,Destin,Zitzow,M,900-42-5637,06/13/1970,109000
Sylvester,Jamal,Leone,M,000-43-1270,08/26/1955,106200
Deborah,Stacy,Ryan,F,800-87-1330,04/13/1937,96900
Susan,Blanche,Cutter,F,900-82-6341,07/07/1958,79900
Mark,Ronnie,Thomas,M,900-18-8923,07/03/1968,123100
Rebecca,Annette,Rawls,F,900-37-5411,10/16/1935,125300
Brandi,Lisa,Sasnett,F,000-02-9281,08/06/1960,115000
Meredith,Carissa,Cannon,F,900-33-6972,08/30/1975,75300
Derek,Derrick,Carrithers,M,900-39-1926,07/01/1949,73100
Vanessa,Sophia,Torres,F,800-33-2002,08/02/1944,145400
Danelle,Patricia,Odonnell,F,000-43-2063,07/24/1936,98000
Deanna,Alexis,Gonzalez,F,000-98-5474,11/22/1965,135800
Amanda,Lisa,Sellers,F,900-10-8835,06/30/1959,87900
Allyson,Frances,Buttray,F,000-09-1384,07/02/1938,136800
Jacob,Bradley,Kasperski,M,000-23-7447,05/20/1965,54200
Stella,Vanessa,Grant,F,000-20-5140,05/17/1985,114700
Cynthia,Natasha,Fulks,F,800-37-0317,09/26/1948,125100
Philip,Adrian,Arrieta,M,000-14-9771,03/06/1957,85600
Lawerence,Gus,Hildebrand,M,900-28-4926,12/26/1985,55100
Joseph,John,Gill,M,900-51-8461,10/29/1960,115000
Connie,Ann,King,F,800-56-9732,10/15/1945,136400
Arnold,Christopher,Jaeger,M,900-48-8622,08/23/1942,86100
Natalie,Sally,Gilpin,F,000-33-0001,04/24/1984,110300
Ruth,Britney,Silva,F,800-87-6136,05/18/1940,82800
Joseph,Bradley,Christian,M,900-64-5752,04/21/1987,68600
Jeanne,Nancy,Tomspon,F,900-49-5760,08/03/1986,148900
Annmarie,Sharon,Kemp,F,800-25-6831,08/15/1977,60700
Jaclyn,Cindi,Anthony,F,800-92-7971,05/12/1982,93700
Gretchen,Sherlyn,Harris,F,900-87-4846,08/16/1956,116400
Deanna,Mackenzie,Champion,F,000-07-4555,08/27/1982,73200
Salma,Karen,Jackson,F,000-61-4276,06/03/1974,76800
Vicki,Debra,Boyd,F,800-40-5568,11/19/1968,95200
Bobbie,Erika,Denis,F,000-20-8469,01/28/1941,79800
Caitlin,Laurel,Jackson,F,800-92-8038,09/08/1975,51000
Cameron,Gregory,Cooper,M,900-31-9784,11/28/1971,88100
Judy,Erica,Patten,F,900-97-1838,11/30/1960,129200
Marina,Juanita,Richards,F,000-83-4893,02/07/1934,125600
Jaime,Kody,Jimerson,M,000-10-6209,07/19/1951,92100
Valerie,Emily,Foley,F,000-63-9150,05/27/1987,63100
Anita,Destiny,Precella,F,000-13-6895,12/06/1982,115700
Lyric,Linda,Phillips,F,900-40-1289,04/11/1937,88800
Sharon,Elyssa,Jackman,F,900-19-8779,05/03/1947,61500
Kayla,Alexis,Hazelton,F,900-52-6030,10/14/1962,54300
George,Philip,Larry,M,800-91-6345,12/25/1947,52500
Linda,Paulette,Jarmon,F,000-61-7678,08/17/1970,120300
Maxwell,Jacob,Carrison,M,900-27-1667,03/07/1946,124200
Brandy,Jordyn,Lewis,F,800-57-4129,11/30/1937,94400
Christi,Tina,Michael,F,900-27-8868,11/26/1964,57200
Hannah,Monique,Navarrete,F,000-31-1486,06/22/1967,56600
Austin,John,Buie,M,000-65-6439,10/02/1958,125200
James,Brian,Cordero,M,800-32-1930,03/23/1986,139900
Brian,Gerald,Leon,M,800-10-1312,01/21/1949,146300
Joshua,Marc,Littles,M,800-86-9993,03/05/1942,48800
Andrew,Kamari,Zappile,M,900-38-1120,04/01/1972,135300
Amber,Michelle,McNabb,F,800-45-4902,04/27/1985,56000
Gabrielle,Jocelyn,Edwards,F,900-91-3541,06/14/1961,59700
Jessica,Elizabeth,Sanchez,F,800-72-9126,01/22/1963,109100
Vickie,Ramona,Turpin,F,000-33-4110,05/06/1977,145800
John,Stephen,Hocker,M,900-14-5831,02/23/1950,130200
Maximo,Alan,Barnes,M,900-98-6441,09/20/1935,116600
Destiny,Tiffany,Sowers,F,000-94-0337,03/14/1989,53700
Brandi,Cynthia,Doss,F,000-86-1241,09/28/1934,108800
Luis,Douglas,Ferguson,M,800-35-3280,01/01/1936,142700
Jose,Randy,Moore,M,000-94-3024,02/16/1969,59400
William,Caleb,Kari,M,800-85-5625,11/03/1977,142500
Alexa,Sally,Pedroza,F,900-07-5949,08/11/1973,119200
Ricky,Gabriel,Patricia,M,900-28-8164,08/08/1961,84100
Cody,Quintin,Stewart,M,000-06-2665,09/29/1946,58900
Judith,Roseanne,Coil,F,900-74-0690,04/20/1958,120300
Jordan,Logan,Morgan,M,000-43-2580,03/10/1959,117700
Gretchen,Amanda,Ross,F,800-83-8466,12/29/1971,119500
Kenneth,James,Droesch,M,000-04-8467,04/28/1946,100000
Devin,Eric,Gonzalez,M,800-62-6191,03/03/1977,66000
Edward,Jonathan,Ferguson,M,800-34-2806,07/28/1935,119700
Celeste,Linda,Shepherd,F,800-20-2064,11/10/1954,147500
Brendan,Leo,Montoya,M,000-43-7754,05/17/1935,95300
William,Gannon,Hilburn,M,000-05-7149,09/02/1935,104600
Glen,Paul,Crenshaw,M,900-81-5187,06/09/1932,67000
Allan,Paul,Morris,M,800-34-7682,04/14/1972,108800
William,Mario,Weaver,M,800-52-5676,05/23/1949,87300
Denise,Mandy,Wells,F,900-96-0461,04/23/1955,58200
Spencer,Carlos,Herrera,M,800-13-7840,04/19/1948,81000
Haley,Keira,Perry,F,000-81-3990,10/11/1981,112800
Ethan,Carlos,Greenspan,M,000-83-1955,04/07/1966,117700
Brian,Mekhi,Libby,M,000-77-0547,02/16/1933,144800
Jean,Barbara,Sikes,F,800-66-4242,03/29/1951,71000
Joshua,Clinton,Vanburen,M,000-69-0172,07/28/1941,128300
Daniel,Theodore,White,M,900-74-3211,03/14/1968,141000
David,Thomas,Snyder,M,900-97-1312,04/26/1969,48700
Daniel,Solomon,Burns,M,900-66-3556,09/17/1954,129700
Noah,Steven,Browning,M,800-07-6914,01/23/1960,67600
Brandy,Esperanza,Floyd,F,000-07-2301,10/22/1972,56900
Cynthia,Ann,Wathen,F,000-94-5181,06/08/1948,80100
Gail,Daniel,Briscoe,M,800-63-7344,12/17/1948,85900
Ryan,Jalen,Williams,M,800-85-0911,03/06/1958,72800
Karen,Katherine,Pate,F,900-98-8326,12/24/1960,66700
Alyssa,Eileen,Alvelo,F,800-09-3613,10/28/1980,83400
Jasmine,Barbara,Murphy,F,800-71-5918,07/02/1984,145200
Carla,Lily,Hetzel,F,000-08-0427,10/20/1957,116300
Jesus,Gabriel,Adams,M,000-27-0959,06/16/1948,115300
Samantha,Makaila,Biller,F,000-28-7467,04/08/1946,84900
Jennifer,Iva,Jeanbaptiste,F,000-44-8899,10/31/1989,123000
Donald,Ethan,Miranda,M,800-60-7481,04/27/1969,146300
Bradley,James,Hernandez,M,900-74-0580,06/01/1987,103300
Leona,Isabella,Williams,F,800-86-3293,11/24/1982,73100
Zachary,Tre,Cross,M,900-27-0437,10/20/1936,115000
Jimmy,Stone,George,M,800-92-8749,05/25/1984,55900
Angela,Latosha,Crouse,F,800-40-2075,05/29/1972,103900
Bradley,Jeremy,Young,M,800-79-2070,05/05/1987,115300
Courtney,Jennifer,Jerez,F,900-84-7858,07/11/1958,90500
Diana,Deborah,Weaver,F,900-02-7973,11/14/1932,52500
David,James,Dyal,M,900-90-0198,07/28/1975,77900
Rosanne,Kathleen,Yates,F,800-66-7532,08/06/1948,61900
Larry,Don,Krantz,M,900-85-4673,03/01/1962,50100
Xander,Daniel,Rodriguez,M,800-79-7123,11/29/1968,119100
Madison,Susan,McCoy,F,000-02-7679,07/08/1931,114300
Leon,Gregory,Diaz,M,000-07-0405,02/17/1930,139200
Patrick,John,Nicholas,M,000-80-3706,11/20/1952,64700
Abigail,Madison,Crippen,F,800-03-9704,10/09/1962,126800
Rey,Daniel,Greene,M,800-54-0701,08/30/1935,148600
Betty,Laurie,Hunter,F,800-19-4323,09/26/1952,84500
Robert,Donald,Curtsinger,M,900-53-4722,11/13/1987,59800
Denise,Donna,McIntire,F,900-49-4266,09/10/1932,57200
Joan,Victoria,Hernandez,F,000-77-7291,07/25/1974,92800
Roosevelt,Kenneth,Salinas,M,000-19-5021,05/31/1986,144600
Laverne,John,Carter,F,000-22-1202,06/26/1948,109000
Hillary,Rebecca,Morales,F,800-36-1562,09/21/1972,56300
Joshua,Wilfred,Tyre,M,900-12-3086,07/03/1944,91000
Ronald,Thomas,Hatch,M,900-16-4969,12/08/1936,115900
Thomas,Dangelo,Puente,M,000-92-8185,10/07/1954,68600
Antonio,Christian,Wyatt,M,800-20-1854,04/06/1986,48800
Daniel,Johnny,Russo,M,900-63-4133,04/13/1933,62700
Shaun,Bernie,Fleming,M,000-62-3744,06/26/1941,70700
Sarah,Sabrina,Parker,F,900-09-6014,07/22/1948,94200
Melody,Patricia,Price,F,000-43-0301,09/26/1935,83000
Rickey,James,Lavista,M,800-86-4169,09/07/1958,149000
Dustin,Oliver,Richard,M,800-05-9722,05/12/1960,81500
Robert,Eric,Worsley,M,900-80-9279,12/15/1980,73000
Susan,Mary,Willyard,F,000-36-7136,08/17/1983,124900
Mark,Daniel,Whaley,M,900-72-1753,05/02/1945,66100
Hollis,Thomas,Nuner,M,000-09-4240,10/27/1988,58100
Donna,Faith,Fisher,F,800-18-4947,11/01/1975,74100
Dwain,John,Clarke,M,800-04-5990,12/04/1977,103600
Paul,Terry,Rogers,M,800-14-4271,07/28/1933,134500
Edward,Daniel,Holder,M,900-78-2618,08/26/1970,136100
Vincent,Dennis,Handing,M,800-05-6671,01/08/1963,80300
Angelica,Carolyn,Gray,F,000-83-7732,09/04/1951,56900
Jonathan,Edwin,Reid,M,800-49-7569,08/10/1945,115600
Brandon,Jared,Harvey,M,800-06-5829,09/25/1951,56700
Jacob,James,Engle,M,000-60-4740,07/17/1973,100000
Olivia,Linda,Patrick,F,900-30-4948,05/16/1944,128000
Lanny,Larry,Leedy,M,000-85-1206,04/23/1988,49100
Jase,Ronald,Bliss,M,900-33-2784,06/03/1961,123300
Keith,Terry,Barich,M,900-80-1637,07/04/1935,46000
Danny,Noel,Askren,M,000-33-7032,06/01/1935,97700
Jana,Marjorie,Whitson,F,000-10-9325,08/30/1962,142700
Jamie,Linda,Marple,F,800-78-3235,12/02/1965,118500
Carly,Patricia,Holtzberg,F,000-59-3235,08/27/1979,47000
Cameron,Noah,Pierre,M,900-63-5919,12/17/1943,121100
Susan,Taylor,Fernandez,F,000-68-7172,03/04/1934,136500
Alejandra,Maryann,Quinn,F,800-63-1316,10/09/1969,97100
Andrea,Claudia,Alvarado,F,000-90-5615,11/14/1948,147900
Jennifer,Shakira,Kelley,F,900-59-2422,08/05/1938,64400
Micah,Janis,Webster,F,900-48-3212,11/30/1969,122900
Peggy,Deidra,Smith,F,900-87-9701,07/18/1938,92300
Kareem,William,Iwanyszyn,M,000-56-7503,04/16/1978,93800
James,Ronald,Bourgeois,M,900-29-3209,12/30/1980,93700
Sara,Amara,Cable,F,000-14-6884,08/07/1962,46900
James,Gerald,Collison,M,900-29-4394,01/23/1952,125200
Charles,Kevin,Callender,M,800-86-8339,11/18/1989,115100
Alyssa,Carla,Tasson,F,800-02-8402,05/29/1985,68000
Jazlyn,Jane,Fitzgerald,F,000-46-1990,02/21/1981,64900
William,Jonathan,Cox,M,000-78-0128,08/05/1973,80500
Dylan,Daniel,Phillips,M,000-16-1970,04/27/1936,92000
Joseph,Nathaniel,Logue,M,000-92-9800,06/07/1965,144000
Lynn,Hailey,Hong,F,900-56-5684,07/01/1962,88400
Hassan,Robert,Carranco,M,800-04-6411,05/14/1978,71900
Jacob,Jared,Ansley,M,000-97-5958,01/25/1950,144900
Reginald,Kenneth,Tassie,M,000-16-9723,04/24/1948,124700
Blanche,Jasmin,Benson,F,800-73-3118,12/23/1967,107500
Aaron,Charles,Reyes,M,800-43-4185,05/08/1952,60400
Ibrahim,Spenser,Morrow,M,900-32-6536,04/12/1955,147300
Patrice,Ashleigh,Tischer,F,000-16-0490,08/03/1957,120000
Ricky,Joseph,Parker,M,000-29-7678,05/13/1975,128500
Jason,Grover,Nelson,M,800-36-3102,02/24/1987,61700
Alex,John,Jadoo,M,000-37-9160,11/13/1969,81400
Nathan,Jose,Soto,M,000-34-4504,05/20/1970,66000
Colin,Henry,Gray,M,800-01-6878,09/08/1942,60800
Jay,Michael,Howard,M,800-75-9445,10/09/1962,140800
